OBJECTID,NOM_POBLAD,FUENTE,CÓDIGO,CAT_POBLAD,DIST,PROV,Departamento,CÓD_INT,CATEGORIA,X,Y,N_BUSQDA,DEP_NORM,n_hospitales_10km
49201,RIEGOPAMPA,IGN,,,SAN JOSE DE QUERO,CONCEPCION,LIMA,1746,Centro Poblado Menor,-75.54816,-12.05101,RIEGOPAMPA,LIMA,0
113954,YANAPAMPA,IGN,1503010014,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.88966,-76.88966,YANAPAMPA,LIMA,0
113955,PUMARINRI,INEI,1503010015,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.87627,-76.87627,PUMARINRI,LIMA,0
113956,TONGLA GRANDE,INEI,1503010016,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.89722,-76.89722,TONGLA GRANDE,LIMA,0
113957,ALPAYACU,INEI,1503010017,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.88002,-76.88002,ALPAYACU,LIMA,0
113958,TOCLAPATA,IGN,1503010018,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.89709,-76.89709,TOCLAPATA,LIMA,0
113959,ISCOPAMPA,IGN,1503010019,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.92644,-76.92644,ISCOPAMPA,LIMA,0
113960,COLPA,IGN,1503010020,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.94979,-76.94979,COLPA,LIMA,0
113961,RAGAS,INEI,1503010021,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.9572,-76.9572,RAGAS,LIMA,0
113962,PAGSAG,INEI,1503010022,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.98352,-76.98352,PAGSAG,LIMA,0
113963,ULARAGRA,IGN,1503010023,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.98713,-76.98713,ULARAGRA,LIMA,0
113964,URA PORIS,INEI,1503010024,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.04322,-77.04322,URA PORIS,LIMA,0
113965,MANI,IGN,1503010025,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.04688,-77.04688,MANI,LIMA,0
113966,SILCAY,INEI,1503010026,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.06064,-77.06064,SILCAY,LIMA,0
113967,PACAL,INEI,1503010027,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.05339,-77.05339,PACAL,LIMA,0
113968,UTCAS,IGN,1503010028,PUEBLO,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.05659,-77.05659,UTCAS,LIMA,0
113969,SHAMPAY,IGN,1503010029,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.0584,-77.0584,SHAMPAY,LIMA,0
113970,MALALIN,INEI,1503010030,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.02882,-77.02882,MALALIN,LIMA,0
113971,SISCAN,INEI,1503010031,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.02723,-77.02723,SISCAN,LIMA,0
113972,HUAMANACA,IGN,1503010032,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.01583,-77.01583,HUAMANACA,LIMA,0
113973,COCHAPAMPA,IGN,1503010033,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.01171,-77.01171,COCHAPAMPA,LIMA,0
113974,PUQUIOG,IGN,1503010034,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.00827,-77.00827,PUQUIOG,LIMA,0
113975,QUEROCHANCAY,IGN,1503010035,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.00591,-77.00591,QUEROCHANCAY,LIMA,0
113976,HUARNIJIRCA,IGN,1503010036,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.00659,-77.00659,HUARNIJIRCA,LIMA,0
113977,ASTOBAMBA,IGN,1503010037,PUEBLO,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99523,-76.99523,ASTOBAMBA,LIMA,0
113978,CUNAN,INEI,1503010038,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99301,-76.99301,CUNAN,LIMA,0
113979,FLORIDA,INEI,1503010039,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99394,-76.99394,FLORIDA,LIMA,0
113980,CHUNCHUILCA,INEI,1503010040,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.98859,-76.98859,CHUNCHUILCA,LIMA,0
113981,AMBAROCO,IGN,1503010041,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.97537,-76.97537,AMBAROCO,LIMA,0
113982,PUMACOCHA,INEI,1503010042,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.97018,-76.97018,PUMACOCHA,LIMA,0
113983,HUMACAYAN,IGN,1503010043,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.96335,-76.96335,HUMACAYAN,LIMA,0
113984,CRUZCANCHA,IGN,1503010044,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.97031,-76.97031,CRUZCANCHA,LIMA,0
113985,TABIN,INEI,1503010045,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.98141,-76.98141,TABIN,LIMA,0
113986,SAQUICOCHA,IGN,1503010046,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.00372,-77.00372,SAQUICOCHA,LIMA,0
113987,YUPAGCANCHA,INEI,1503010047,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99361,-76.99361,YUPAGCANCHA,LIMA,0
113988,MACANACOTO,INEI,1503010048,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.97515,-76.97515,MACANACOTO,LIMA,0
113989,MITOALANA,IGN,1503010049,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.95797,-76.95797,MITOALANA,LIMA,0
113990,HUAYLASTOCLANCA,INEI,1503010050,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.91516,-76.91516,HUAYLASTOCLANCA,LIMA,0
113991,COPA,IGN,1503020001,PUEBLO,COPA,CAJATAMBO,LIMA,1450,Capital de Distrito,-77.07913,-77.07913,COPA,LIMA,0
113992,PUQUIAN,IGN,1503020002,ANEXO,COPA,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.09004,-77.09004,PUQUIAN,LIMA,0
113993,TUPIAC,INEI,1503020003,BARRIO O CUARTEL,COPA,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.07812,-77.07812,TUPIAC,LIMA,0
113994,HUAYLLAPA,IGN,1503020004,ANEXO,COPA,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.00014,-77.00014,HUAYLLAPA,LIMA,0
113995,CHECCHI,INEI,1509010002,UNID. AGROPECUARIA,OYON,OYON,LIMA,1550,Centro Poblado Menor,-76.79224,-76.79224,CHECCHI,LIMA,0
113996,RANGRAPATA,IGN,1509010003,CASERÍO,OYON,OYON,LIMA,1550,Centro Poblado Menor,-76.79916,-76.79916,RANGRAPATA,LIMA,0
113997,YANCO,INEI,1509010004,UNID. AGROPECUARIA,OYON,OYON,LIMA,1550,Centro Poblado Menor,-76.75451,-76.75451,YANCO,LIMA,0
113998,MALVADO,INEI,1502020002,CASERÍO,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.62696,-77.62696,MALVADO,LIMA,0
113999,CHIQUIAHUANCA,IGN,1502020003,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.62947,-77.62947,CHIQUIAHUANCA,LIMA,0
114000,MANDAHUAS,IGN,1502020004,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.65653,-77.65653,MANDAHUAS,LIMA,0
114001,DOS CORAZONES,IGN,1502020005,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.66235,-77.66235,DOS CORAZONES,LIMA,0
114002,HUANCAR ALTO,IGN,1502020006,CASERÍO,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.66981,-77.66981,HUANCAR ALTO,LIMA,0
114003,HUANCAR BAJO,IGN,1502020007,CASERÍO,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.67773,-77.67773,HUANCAR BAJO,LIMA,0
114004,ANTA,IGN,1502020008,CASERÍO,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.69215,-77.69215,ANTA,LIMA,0
114005,QUILCA ALTO,IGN,1502020009,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.70792,-77.70792,QUILCA ALTO,LIMA,0
114006,SHAURA,IGN,1502020010,CASERÍO,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.70751,-77.70751,SHAURA,LIMA,0
114007,QUILCA BAJO,IGN,1502020011,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.71629,-77.71629,QUILCA BAJO,LIMA,0
114008,LA RINCONADA,IGN,1502020012,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.72491,-77.72491,LA RINCONADA,LIMA,0
114009,SAUCE GRANDE,INEI,1502020013,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.72898,-77.72898,SAUCE GRANDE,LIMA,0
114010,SAUCE CHICO,INEI,1502020014,CASERÍO,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.72511,-77.72511,SAUCE CHICO,LIMA,0
114011,MONTE GRANDE,IGN,1502020015,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.73218,-77.73218,MONTE GRANDE,LIMA,0
114012,CUTATAMBO,IGN,1502020016,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.73696,-77.73696,CUTATAMBO,LIMA,0
114013,LA VILLA,IGN,1502020017,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.74199,-77.74199,LA VILLA,LIMA,0
114014,HUARICANGA,IGN,1502020018,CASERÍO,PARAMONGA,BARRANCA,LIMA,1350,Centro Poblado Menor,-77.75012,-77.75012,HUARICANGA,LIMA,0
114015,CAJATAMBO,IGN,1503010001,PUEBLO,CAJATAMBO,CAJATAMBO,LIMA,1550,Capital de Distrito,-76.99256,-76.99256,CAJATAMBO,LIMA,0
114016,LUZO,IGN,1503010002,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.00351,-77.00351,LUZO,LIMA,0
114017,URAMAZA,IGN,1503010003,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.01766,-77.01766,URAMAZA,LIMA,0
114018,RODEO,IGN,1503010004,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.9561,-76.9561,RODEO,LIMA,0
114019,GUANACPATAY,IGN,1503010005,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.91527,-76.91527,GUANACPATAY,LIMA,0
114020,PUCACALLE,IGN,1503010006,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.82863,-76.82863,PUCACALLE,LIMA,0
114021,VICONGA,INEI,1503010007,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.84914,-76.84914,VICONGA,LIMA,0
114022,CURQUISH,IGN,1503010008,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.03477,-77.03477,CURQUISH,LIMA,0
114023,LAGAUYA,INEI,1503010009,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.02039,-77.02039,LAGAUYA,LIMA,0
114024,CASHAPAMPA,INEI,1503010010,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.06266,-77.06266,CASHAPAMPA,LIMA,0
114025,MARAY,INEI,1503010011,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.04841,-77.04841,MARAY,LIMA,0
114026,RANCAS,IGN,1503010012,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99859,-76.99859,RANCAS,LIMA,0
114027,HUAMANYA,IGN,1503010013,UNID. AGROPECUARIA,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.95546,-76.95546,HUAMANYA,LIMA,0
114028,ANTA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.02067,-77.02067,ANTA,LIMA,0
114029,MARCUPATA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.02461,-77.02461,MARCUPATA,LIMA,0
114030,CRUZPAMPA,IGN,,,COPA,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.06578,-77.06578,CRUZPAMPA,LIMA,0
114031,GACHIR,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.00523,-77.00523,GACHIR,LIMA,0
114032,PARIANTARA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.01604,-77.01604,PARIANTARA,LIMA,0
114033,SHIMPUN,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.03045,-77.03045,SHIMPUN,LIMA,0
114034,PIQUICORRAL,IGN,,,COPA,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99802,-76.99802,PIQUICORRAL,LIMA,0
114035,HUATIA,IGN,,,COPA,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99559,-76.99559,HUATIA,LIMA,0
114036,SARUICCOCHA,IGN,,,COPA,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99656,-76.99656,SARUICCOCHA,LIMA,0
114037,TAPUSH,IGN,,,COPA,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.99715,-76.99715,TAPUSH,LIMA,0
114038,OGOMINA,IGN,,,COPA,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.90824,-76.90824,OGOMINA,LIMA,0
114039,CALINCA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.92653,-76.92653,CALINCA,LIMA,0
114040,PUCAYAC,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1450,Centro Poblado Menor,-77.00483,-77.00483,PUCAYAC,LIMA,0
114041,AGUA BLANCA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.981,-76.981,AGUA BLANCA,LIMA,0
114042,TINCO,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.96009,-76.96009,TINCO,LIMA,0
114043,QUEMADO CORRAL,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.95778,-76.95778,QUEMADO CORRAL,LIMA,0
114044,URUROCCOCHA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.94149,-76.94149,URUROCCOCHA,LIMA,0
114045,CUTAMAJADA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.92179,-76.92179,CUTAMAJADA,LIMA,0
114046,SHAPIL,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.98647,-76.98647,SHAPIL,LIMA,0
114047,ISCARHUAY,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.93528,-76.93528,ISCARHUAY,LIMA,0
114048,TUCTUCUSHMAN,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.94817,-76.94817,TUCTUCUSHMAN,LIMA,0
114049,HUIYO,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.94744,-76.94744,HUIYO,LIMA,0
114050,MACETA MAJADA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.86245,-76.86245,MACETA MAJADA,LIMA,0
114051,RANRAMAJADA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.85297,-76.85297,RANRAMAJADA,LIMA,0
114052,PUCA ALLPA,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.83887,-76.83887,PUCA ALLPA,LIMA,0
114053,MATIRAQUI,IGN,,,CAJATAMBO,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.8492,-76.8492,MATIRAQUI,LIMA,0
114054,SACLASHUAYI,IGN,,,COPA,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.94355,-76.94355,SACLASHUAYI,LIMA,0
114055,AUQUIMARCA,IGN,,,COPA,CAJATAMBO,LIMA,1550,Centro Poblado Menor,-76.98428,-76.98428,AUQUIMARCA,LIMA,0
114056,PUCARANGRA,IGN,,,OYON,OYON,LIMA,1550,Centro Poblado Menor,-76.80682,-76.80682,PUCARANGRA,LIMA,0
114057,TRANCA,IGN,,,OYON,OYON,LIMA,1550,Centro Poblado Menor,-76.79809,-76.79809,TRANCA,LIMA,0
114058,GARBANZO,IGN,,,OYON,OYON,LIMA,1550,Centro Poblado Menor,-76.79173,-76.79173,GARBANZO,LIMA,0
114059,YANACOCHA,IGN,,,OYON,OYON,LIMA,1550,Centro Poblado Menor,-76.75581,-76.75581,YANACOCHA,LIMA,0
114060,BARRANCA,IGN,1502010001,CIUDAD,BARRANCA,BARRANCA,LIMA,1349,Capital de Distrito,-77.76026,-77.76026,BARRANCA,LIMA,2
114061,POTAO,IGN,1502010002,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74136,-77.74136,POTAO,LIMA,2
114062,VINTO BAJO,IGN,1502010003,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.69421,-77.69421,VINTO BAJO,LIMA,0
114063,VINTO ALTO,IGN,1502010004,ANEXO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.68971,-77.68971,VINTO ALTO,LIMA,0
114064,PAMPAS,IGN,1502010005,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.67907,-77.67907,PAMPAS,LIMA,0
114065,RANRANIRCA,INEI,1502010006,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.67279,-77.67279,RANRANIRCA,LIMA,0
114066,RONCADOR,IGN,1502010007,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.66606,-77.66606,RONCADOR,LIMA,0
114067,LAS HUERTAS,IGN,1502010008,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.63842,-77.63842,LAS HUERTAS,LIMA,0
114068,ARAYA GRANDE,INEI,1502010009,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.62621,-77.62621,ARAYA GRANDE,LIMA,0
114069,MAYORCA,IGN,1502010010,ANEXO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.61543,-77.61543,MAYORCA,LIMA,0
114070,ARAYA CHICA,IGN,1502010011,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.57312,-77.57312,ARAYA CHICA,LIMA,0
114071,HORNILLOS,IGN,1502010012,ANEXO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.58571,-77.58571,HORNILLOS,LIMA,0
114072,SANTA VICTORIA,INEI,1502010013,ANEXO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.60299,-77.60299,SANTA VICTORIA,LIMA,0
114073,GUAYABITO,INEI,1502010014,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.68057,-77.68057,GUAYABITO,LIMA,0
114074,CHIU CHIU,IGN,1502010015,CASERÍO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.72504,-77.72504,CHIU CHIU,LIMA,2
114075,SANTA ELENA,IGN,1502010016,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.71936,-77.71936,SANTA ELENA,LIMA,2
114076,VICTOR RAUL HAYA DE LA TORRE,INEI,1502010017,PP.JJ.AA.HH.,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74328,-77.74328,VICTOR RAUL HAYA DE LA TORRE,LIMA,2
114077,LOS ARENALES,INEI,1502010018,ANEXO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74272,-77.74272,LOS ARENALES,LIMA,2
114078,ROMPEQUINCHA,IGN,1502010019,ANEXO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.75645,-77.75645,ROMPEQUINCHA,LIMA,2
114079,EL MOLINO,IGN,1502010020,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74761,-77.74761,EL MOLINO,LIMA,2
114080,CENICERO,INEI,1502010021,CASERÍO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74218,-77.74218,CENICERO,LIMA,2
114081,CALATRABA,INEI,1502010022,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74118,-77.74118,CALATRABA,LIMA,2
114082,PAYCUAN,INEI,1502010023,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74879,-77.74879,PAYCUAN,LIMA,2
114083,LA HOYADA (LOS ANITOS),INEI,1502010024,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.72713,-77.72713,LA HOYADA (LOS ANITOS),LIMA,2
114084,ESPONJA,IGN,1502010025,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74053,-77.74053,ESPONJA,LIMA,2
114085,SAN MARTIN,INEI,1502010026,ANEXO,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.73277,-77.73277,SAN MARTIN,LIMA,2
114086,PAMPA VELARDE,IGN,1502010027,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.73115,-77.73115,PAMPA VELARDE,LIMA,2
114087,SANTA MARGARITA,IGN,1502010028,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.74235,-77.74235,SANTA MARGARITA,LIMA,2
114088,LOMAS DE BARRANCA,INEI,1502010029,UNID. AGROPECUARIA,BARRANCA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.73082,-77.73082,LOMAS DE BARRANCA,LIMA,2
114089,PARAMONGA,IGN,1502020001,CIUDAD,PARAMONGA,BARRANCA,LIMA,1349,Capital de Distrito,-77.8168,-77.8168,PARAMONGA,LIMA,0
114090,HOYA CHICA,IGN,1502020019,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.75561,-77.75561,HOYA CHICA,LIMA,0
114091,HOYA GRANDE,INEI,1502020020,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.75463,-77.75463,HOYA GRANDE,LIMA,0
114092,NARANJAL,IGN,1502020021,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.75735,-77.75735,NARANJAL,LIMA,0
114093,YUNTIN,INEI,1502020022,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.75636,-77.75636,YUNTIN,LIMA,0
114094,CANCHAN,IGN,1502020023,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.75723,-77.75723,CANCHAN,LIMA,0
114095,BALCON DE JUDAS,IGN,1502020024,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.76083,-77.76083,BALCON DE JUDAS,LIMA,0
114096,CHUSIN,INEI,1502020025,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.77014,-77.77014,CHUSIN,LIMA,0
114097,SAN JUAN DE TUNAN,IGN,1502020026,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.75954,-77.75954,SAN JUAN DE TUNAN,LIMA,0
114098,EMPEDRADA,INEI,1502020027,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.76702,-77.76702,EMPEDRADA,LIMA,0
114099,HUATA,INEI,1502020028,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.76744,-77.76744,HUATA,LIMA,0
114100,SIGUAL,INEI,1502020029,UNID. AGROPECUARIA,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.78442,-77.78442,SIGUAL,LIMA,0
114101,CERRO BLANCO,IGN,1502020030,PUEBLO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.7674,-77.7674,CERRO BLANCO,LIMA,0
114102,CARBONERA,IGN,1502020031,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.77074,-77.77074,CARBONERA,LIMA,0
114103,PAMPA LITERA,INEI,1502020032,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.84195,-77.84195,PAMPA LITERA,LIMA,0
114104,MANZUETO,INEI,1502020033,CASERÍO,PARAMONGA,BARRANCA,LIMA,1349,Centro Poblado Menor,-77.79547,-77.79547,MANZUETO,LIMA,0
